WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
94728,20141201,1451,11,FEW036 BKN120, ,10.00, , , ,62, ,16.7, ,53, ,11.5, ,44, ,6.7, , 52, , 8, ,360, , , ,29.99, , , , , ,30.13, ,AA, , , ,30.16, 
94728,20141201,1551,11,BKN030, ,10.00, , , ,56, ,13.3, ,49, ,9.5, ,42, ,5.6, , 60, , 8, ,020, , , ,30.04, , , , , ,30.18, ,AA, , , ,30.21, 
94728,20141201,1600,11,BKN029, ,10.00, , , ,56, ,13.3, ,49, ,9.2, ,41, ,5.0, , 57, , 8, ,010, ,20, ,30.05, , , , , ,M, ,SP, , , ,30.22, 
94728,20141201,1613,11,OVC030, ,10.00, , , ,55, ,12.8, ,48, ,8.7, ,40, ,4.4, , 57, , 5, ,VR , , , ,30.06, , , , , ,M, ,SP, , , ,30.23, 
94728,20141201,1651,11,OVC030, ,10.00, ,-RA, ,52, ,11.1, ,46, ,7.7, ,39, ,3.9, , 61, , 6, ,VR , , , ,30.09, , , , , ,30.23, ,AA, ,  T, ,30.26, 
94728,20141201,1751,11,OVC040, , 7.00, ,-RA, ,47, ,8.3, ,43, ,6.3, ,39, ,3.9, , 74, , 9, ,310, ,21, ,30.15, , , , , ,30.29, ,AA, ,0.01, ,30.32, 
94728,20141201,1851,11,OVC060, , 7.00, ,-RA, ,45, ,7.2, ,42, ,5.4, ,38, ,3.3, , 77, , 3, ,VR , , , ,30.18, , , , , ,30.33, ,AA, ,0.05, ,30.35, 
94728,20141201,1951,11,OVC085, ,10.00, , , ,44, ,6.7, ,41, ,4.7, ,36, ,2.2, , 74, , 5, ,VR , , , ,30.19, , , , , ,30.34, ,AA, ,  T, ,30.36, 
94728,20141201,2051,11,BKN080 OVC095, , 9.00, ,-RA, ,43, ,6.1, ,40, ,4.4, ,36, ,2.2, , 76, ,M, ,M, , , ,30.24, , , , , ,30.38, ,AA, ,0.03, ,30.41, 
94728,20141201,2151,11,FEW120, ,10.00, , , ,43, ,6.1, ,38, ,3.5, ,32, ,0.0, , 65, ,M, ,M, , , ,30.25, , , , , ,30.40, ,AA, ,  T, ,30.42, 
94728,20141201,2251,11,CLR, ,10.00, , , ,43, ,6.1, ,38, ,3.1, ,30, ,-1.1, , 60, , 9, ,010, , , ,30.28, , , , , ,30.42, ,AA, , , ,30.45, 
94728,20141201,2351,11,FEW032, ,10.00, , , ,42, ,5.6, ,36, ,2.4, ,28, ,-2.2, , 58, , 6, ,VR , , , ,30.31, , , , , ,30.45, ,AA, , , ,30.48
